id,area_sqft,bedrooms,bathrooms,parking,floor,property_type,location,city_tier,age_years,price_inr
2623,760,2,1,1,29,Studio,Agra,tier3,5,2880000
2624,1251,3,2,1,4,Penthouse,Chandigarh,tier3,2,4816000
2625,1768,2,1,1,2,Penthouse,Solapur,tier3,13,3902000
2626,1168,4,1,1,13,Apartment,Dhanbad,tier3,0,5325000
2627,1119,1,1,1,8,Studio,Dhanbad,tier3,9,3076000
2628,1821,3,2,1,0,Penthouse,Chandigarh,tier3,2,4840000
2629,1080,1,1,0,25,Penthouse,Ludhiana,tier3,3,2744000
2630,1991,2,2,2,0,Villa,Pune,tier1,6,14357000
2631,803,3,2,2,4,Studio,Kanpur,tier2,26,2893000
2632,1519,3,2,2,28,Studio,Ludhiana,tier3,10,4298000
2633,2124,3,2,1,9,Penthouse,Aligarh,tier3,13,5523000
2634,620,2,2,1,21,Apartment,Salem,tier3,10,2185000
2635,291,5,3,2,5,Independent House,Salem,tier3,4,3432000
2636,1294,3,2,0,10,Studio,Visakhapatnam,tier2,12,5987000
2637,1269,3,2,1,21,Independent House,Kolkata,tier1,5,10512000
2638,832,2,2,0,17,Villa,Ludhiana,tier3,16,2011000
2639,2235,2,2,2,9,Studio,Visakhapatnam,tier2,11,10045000
2640,367,3,2,1,0,Penthouse,Srinagar,tier3,8,1873000
2641,1860,4,1,0,0,Independent House,Srinagar,tier3,20,4652000
2642,879,3,1,1,18,Villa,Pimpri-Chinchwad,tier2,9,4948000
2643,1092,2,1,1,16,Independent House,Thiruvananthapuram,tier3,16,2828000
2644,1276,2,2,1,11,Independent House,Nashik,tier3,7,3638000
2645,200,2,1,1,0,Studio,Hyderabad,tier1,7,2382000
2646,948,1,1,2,26,Studio,Agra,tier3,22,2140000
2647,1024,3,1,1,23,Villa,Agra,tier3,23,2227000
2648,1718,4,2,1,3,Independent House,Pune,tier1,22,8197000
2649,2074,3,2,1,0,Penthouse,Tiruchirappalli,tier3,12,5073000
2650,824,2,1,1,27,Studio,Raipur,tier3,7,2903000
2651,2061,3,1,1,25,Studio,Bhopal,tier2,0,9074000
2652,2427,3,2,1,12,Apartment,Solapur,tier3,8,6573000
2653,1701,2,2,0,5,Studio,Pune,tier1,13,9987000
2654,676,3,2,1,23,Independent House,Surat,tier2,6,4877000
2655,1632,2,2,1,28,Apartment,Nashik,tier3,24,2967000
2656,1035,2,2,1,1,Apartment,Patna,tier2,6,4855000
2657,483,1,1,1,6,Apartment,Tiruchirappalli,tier3,11,1825000
2658,724,4,1,0,24,Studio,Faridabad,tier3,8,2878000
2659,1617,1,1,1,0,Studio,Nashik,tier3,1,4594000
2660,975,1,1,1,16,Villa,Bareilly,tier3,18,1833000
2661,713,4,1,1,0,Penthouse,Solapur,tier3,5,3877000
2662,1457,3,1,1,6,Penthouse,Indore,tier2,13,6166000
2663,625,2,2,1,21,Independent House,Guwahati,tier3,3,2547000
2664,2230,4,2,1,0,Villa,Moradabad,tier3,4,7070000
2665,1659,5,2,2,7,Independent House,Meerut,tier3,3,5794000
2666,826,5,1,1,1,Studio,Patna,tier2,11,5392000
2667,1107,2,2,1,22,Studio,Moradabad,tier3,14,3175000
2668,216,2,1,2,6,Apartment,Mumbai,tier1,16,2346000
2669,1256,5,3,0,18,Independent House,Raipur,tier3,7,4409000
2670,403,2,1,1,12,Studio,Nagpur,tier2,10,2497000
2671,716,1,1,1,5,Independent House,Vadodara,tier2,17,3246000
2672,750,2,1,1,30,Apartment,Meerut,tier3,1,2847000
2673,2107,2,1,1,26,Villa,Rajkot,tier3,0,5726000
2674,1370,2,1,2,2,Penthouse,Surat,tier2,31,4188000
2675,437,2,2,0,8,Studio,Moradabad,tier3,12,1450000
2676,836,2,2,1,28,Studio,Meerut,tier3,4,2751000
2677,1558,5,2,1,13,Apartment,Bhubaneswar,tier3,20,3528000
2678,1263,2,1,0,0,Independent House,Kolkata,tier1,9,9196000
2679,252,3,1,1,0,Independent House,Bareilly,tier3,11,1608000
2680,1167,5,1,1,17,Penthouse,Pune,tier1,19,8462000
2681,1205,1,1,1,19,Penthouse,Vasai-Virar,tier3,32,1729000
2682,1563,3,2,1,27,Apartment,Kanpur,tier2,7,6534000
2683,705,4,2,2,5,Studio,Kolkata,tier1,20,5759000
2684,1775,2,1,1,11,Apartment,Thiruvananthapuram,tier3,13,3620000
2685,938,4,1,1,2,Independent House,Dhanbad,tier3,20,2879000
2686,1487,1,1,1,20,Penthouse,Ludhiana,tier3,14,2668000
2687,1190,2,1,1,8,Villa,Ahmedabad,tier1,6,9310000
2688,200,2,2,0,22,Apartment,Thiruvananthapuram,tier3,18,1052000
2689,1817,2,2,0,23,Studio,Bangalore,tier1,36,5512000
2690,1744,2,1,1,30,Independent House,Agra,tier3,13,3923000
2691,1145,2,2,1,21,Studio,Kanpur,tier2,5,6533000
2692,2018,3,2,1,29,Apartment,Hyderabad,tier1,8,16318000
2693,986,2,2,1,17,Independent House,Varanasi,tier3,4,3428000
2694,440,2,1,1,2,Penthouse,Mysore,tier3,16,1461000
2695,1042,1,1,1,3,Apartment,Lucknow,tier2,2,4892000
2696,1015,1,1,1,12,Penthouse,Indore,tier2,0,4762000
2697,1696,3,2,1,18,Villa,Kota,tier3,30,3418000
2698,792,2,2,1,0,Apartment,Hubli-Dharwad,tier3,3,3368000
2699,1583,2,1,1,16,Studio,Salem,tier3,16,3128000
2700,593,3,2,1,21,Independent House,Madurai,tier3,12,2616000
2701,1578,2,2,2,13,Studio,Ghaziabad,tier3,17,3026000
2702,1057,3,2,0,8,Studio,Srinagar,tier3,22,2699000
2703,733,2,2,1,27,Apartment,Hubli-Dharwad,tier3,21,1892000
2704,1033,4,1,1,3,Villa,Guwahati,tier3,9,3439000
2705,1093,3,2,2,14,Villa,Lucknow,tier2,10,4829000
2706,200,2,2,1,0,Apartment,Bareilly,tier3,0,1587000
2707,1262,3,2,1,2,Villa,Dhanbad,tier3,10,4472000
2708,794,2,2,2,8,Apartment,Tiruchirappalli,tier3,9,3030000
2709,1276,2,2,1,9,Apartment,Jaipur,tier2,24,3374000
2710,1499,1,1,0,12,Studio,Kota,tier3,11,3745000
2711,894,5,2,2,0,Studio,Kolkata,tier1,16,6248000
2712,515,3,3,1,12,Studio,Agra,tier3,9,2876000
2713,361,1,1,2,11,Studio,Nagpur,tier2,2,2553000
2714,1341,2,1,1,13,Studio,Hyderabad,tier1,16,9632000
2715,920,2,1,1,28,Studio,Nashik,tier3,20,2432000
2716,1087,2,2,1,6,Penthouse,Bhubaneswar,tier3,10,2737000
2717,772,2,2,2,4,Studio,Kalyan-Dombivli,tier3,13,2938000
2718,1952,4,1,1,0,Studio,Meerut,tier3,22,4379000
2719,682,2,2,1,11,Independent House,Pimpri-Chinchwad,tier2,7,3568000
2720,656,2,2,1,0,Apartment,Ahmedabad,tier1,5,5949000
2721,1516,3,2,1,3,Studio,Mumbai,tier1,7,12178000
2722,1249,2,1,1,12,Independent House,Agra,tier3,7,3562000
2723,1478,3,1,1,12,Apartment,Lucknow,tier2,6,8337000
2724,728,1,1,1,2,Penthouse,Bareilly,tier3,6,2182000
2725,1288,4,2,1,19,Apartment,Lucknow,tier2,25,3990000
2726,891,2,2,1,11,Independent House,Visakhapatnam,tier2,30,2434000
2727,348,2,2,2,4,Studio,Agra,tier3,6,1676000
2728,374,3,2,0,26,Studio,Jalandhar,tier3,15,1775000
2729,592,2,2,1,27,Penthouse,Aligarh,tier3,24,1817000
2730,1113,2,2,2,17,Penthouse,Vadodara,tier2,10,4197000
2731,1403,3,1,1,0,Penthouse,Ghaziabad,tier3,30,2559000
2732,920,3,2,1,20,Studio,Thane,tier2,14,4468000
2733,979,2,2,1,20,Penthouse,Indore,tier2,11,4145000
2734,925,2,1,2,1,Apartment,Raipur,tier3,19,2268000
2735,628,4,1,1,18,Villa,Patna,tier2,18,2762000
2736,1982,3,2,2,16,Independent House,Pune,tier1,13,14080000
2737,819,2,1,1,7,Studio,Kalyan-Dombivli,tier3,2,2844000
2738,764,4,1,1,13,Villa,Hyderabad,tier1,34,3749000
2739,591,2,1,1,9,Independent House,Indore,tier2,19,2010000
2740,1220,2,1,1,2,Studio,Surat,tier2,3,5083000
2741,934,5,2,1,0,Studio,Jaipur,tier2,13,4636000
2742,697,2,2,2,8,Studio,Salem,tier3,11,2552000
2743,1457,1,1,2,5,Villa,Salem,tier3,34,1783000
2744,1656,3,1,1,7,Penthouse,Hubli-Dharwad,tier3,27,3050000
2745,1040,3,2,1,22,Villa,Surat,tier2,23,4577000
2746,2255,3,1,1,0,Studio,Agra,tier3,7,7354000
2747,1161,1,1,2,18,Studio,Nagpur,tier2,8,4294000
2748,1950,2,1,2,0,Studio,Patna,tier2,21,5496000
2749,970,1,1,2,8,Penthouse,Nagpur,tier2,2,5181000
2750,900,3,3,1,2,Villa,Aligarh,tier3,5,3632000
2751,1333,1,1,1,6,Independent House,Pimpri-Chinchwad,tier2,12,4564000
2752,1547,2,1,1,25,Villa,Vasai-Virar,tier3,9,3418000
2753,360,3,2,2,28,Villa,Madurai,tier3,13,1827000
2754,938,1,1,1,8,Apartment,Meerut,tier3,2,2709000
2755,1743,2,1,0,28,Penthouse,Bhubaneswar,tier3,6,4213000
2756,2391,3,1,0,14,Apartment,Bhopal,tier2,22,7689000
2757,1564,3,1,2,28,Apartment,Solapur,tier3,3,5346000
2758,734,3,1,2,7,Apartment,Surat,tier2,1,4896000
2759,865,1,1,1,14,Apartment,Nashik,tier3,20,2170000
2760,1427,3,3,1,11,Penthouse,Dhanbad,tier3,3,4147000
2761,1399,3,1,2,10,Penthouse,Jalandhar,tier3,1,4764000
2762,200,3,1,1,22,Villa,Hyderabad,tier1,23,1695000
2763,1135,2,1,1,19,Independent House,Bangalore,tier1,26,5802000
2764,1679,2,2,0,8,Apartment,Jodhpur,tier3,18,4041000
2765,1666,2,2,2,21,Studio,Lucknow,tier2,7,8395000
2766,285,3,3,1,5,Studio,Bhubaneswar,tier3,10,1920000
2767,2539,2,2,1,12,Villa,Mysore,tier3,15,5399000
2768,442,3,2,0,19,Penthouse,Bareilly,tier3,2,2590000
2769,1503,2,2,1,11,Apartment,Pune,tier1,10,10671000
2770,495,4,1,1,21,Penthouse,Mumbai,tier1,3,5407000
2771,1489,4,2,1,16,Villa,Hubli-Dharwad,tier3,26,3427000
2772,619,2,2,1,26,Villa,Tiruchirappalli,tier3,24,1590000
2773,1156,3,3,1,24,Studio,Rajkot,tier3,14,3838000
2774,1489,4,2,0,0,Penthouse,Srinagar,tier3,15,4529000
2775,1268,3,2,1,24,Studio,Nagpur,tier2,4,5565000
2776,2012,2,2,1,25,Independent House,Vadodara,tier2,24,6364000
2777,1261,5,3,2,20,Villa,Kanpur,tier2,8,6511000
2778,920,2,2,1,12,Independent House,Aligarh,tier3,4,2823000
2779,1496,2,1,1,0,Penthouse,Ahmedabad,tier1,16,8877000
2780,2457,4,2,1,14,Studio,Surat,tier2,3,10714000
2781,1412,1,1,1,9,Studio,Surat,tier2,2,6030000
2782,1803,3,1,0,0,Penthouse,Vasai-Virar,tier3,16,3830000
2783,1197,2,2,1,0,Independent House,Dhanbad,tier3,20,2964000
2784,1072,2,1,1,0,Independent House,Indore,tier2,15,4220000
2785,2802,2,1,1,24,Penthouse,Kota,tier3,3,7968000
2786,1375,2,1,2,19,Studio,Moradabad,tier3,2,4554000
2787,1307,5,1,1,6,Studio,Tiruchirappalli,tier3,5,4847000
2788,671,4,1,1,6,Studio,Ludhiana,tier3,15,2260000
2789,2011,2,2,1,2,Studio,Ludhiana,tier3,4,6017000
2790,1928,3,2,2,17,Villa,Thiruvananthapuram,tier3,17,4086000
2791,1525,3,2,2,16,Studio,Madurai,tier3,7,5482000
2792,1302,4,1,2,3,Studio,Jodhpur,tier3,16,4572000
2793,1182,3,2,2,20,Studio,Kalyan-Dombivli,tier3,24,3337000
2794,819,2,2,1,11,Penthouse,Hyderabad,tier1,10,5819000
2795,626,2,1,1,18,Penthouse,Delhi,tier1,8,5401000
2796,1135,1,1,1,3,Penthouse,Patna,tier2,22,3588000
2797,1143,1,1,1,21,Apartment,Rajkot,tier3,26,1742000
2798,1538,4,1,1,23,Penthouse,Aligarh,tier3,15,4037000
2799,279,4,3,1,25,Apartment,Varanasi,tier3,23,1820000
2800,1143,1,1,2,3,Studio,Warangal,tier3,10,3065000
2801,2311,2,1,0,25,Studio,Visakhapatnam,tier2,15,8117000
2802,1275,3,2,1,0,Penthouse,Ludhiana,tier3,15,3091000
2803,200,2,1,1,0,Independent House,Mumbai,tier1,28,1511000
2804,2187,2,1,1,10,Apartment,Surat,tier2,10,9691000
2805,1728,2,2,1,12,Studio,Surat,tier2,25,4141000
2806,1612,1,1,1,8,Independent House,Warangal,tier3,4,4058000
2807,376,2,1,1,0,Independent House,Kota,tier3,14,1392000
2808,2883,2,1,1,30,Studio,Hyderabad,tier1,19,15590000
2809,639,5,2,1,0,Villa,Faridabad,tier3,11,3071000
2810,945,2,1,1,0,Apartment,Raipur,tier3,12,2329000
2811,2835,5,2,1,24,Apartment,Chandigarh,tier3,15,6151000
2812,200,3,3,1,10,Apartment,Varanasi,tier3,8,1920000
2813,726,2,1,1,16,Studio,Warangal,tier3,13,2597000
2814,1004,2,1,1,19,Independent House,Tiruchirappalli,tier3,7,2766000
2815,1782,2,1,1,16,Villa,Aligarh,tier3,10,4778000
2816,720,2,1,1,2,Penthouse,Kalyan-Dombivli,tier3,38,1014000
2817,1551,1,1,1,6,Villa,Delhi,tier1,4,14380000
2818,2868,3,2,1,5,Villa,Delhi,tier1,20,17108000
2819,1835,3,2,2,15,Villa,Solapur,tier3,16,4986000
2820,575,3,1,1,29,Apartment,Raipur,tier3,2,2324000
2821,2386,4,1,1,9,Apartment,Rajkot,tier3,4,5640000
2822,2787,3,1,0,6,Penthouse,Solapur,tier3,24,4147000
2823,904,3,2,2,28,Independent House,Faridabad,tier3,4,4056000
2824,1348,3,2,1,2,Studio,Bhubaneswar,tier3,16,3436000
2825,981,4,3,2,27,Apartment,Kota,tier3,15,3750000
2826,1777,1,1,1,12,Penthouse,Thane,tier2,14,7652000
2827,1603,2,2,2,7,Villa,Bhopal,tier2,6,6170000
2828,2230,2,2,1,12,Penthouse,Aligarh,tier3,0,6891000
2829,1468,3,3,1,7,Studio,Kota,tier3,14,4229000
2830,1101,3,2,2,0,Independent House,Solapur,tier3,1,4183000
2831,1974,2,2,1,6,Penthouse,Meerut,tier3,14,4369000
2832,1440,3,2,1,25,Penthouse,Vasai-Virar,tier3,1,5457000
2833,200,2,1,1,18,Studio,Hubli-Dharwad,tier3,5,1519000
2834,1511,2,1,1,24,Studio,Guwahati,tier3,3,4692000
2835,1869,3,2,1,21,Apartment,Kota,tier3,10,3984000
2836,1614,1,1,2,11,Villa,Varanasi,tier3,12,3492000
2837,1666,2,1,1,26,Studio,Solapur,tier3,14,4181000
2838,1378,3,2,1,22,Studio,Meerut,tier3,2,5005000
2839,980,4,2,0,0,Apartment,Varanasi,tier3,21,2938000
2840,1250,3,1,1,12,Villa,Vasai-Virar,tier3,21,2423000
2841,1370,3,2,1,3,Studio,Tiruchirappalli,tier3,10,3707000
2842,1364,2,2,1,3,Studio,Surat,tier2,30,3510000
2843,747,3,2,1,23,Studio,Kota,tier3,19,2363000
2844,1594,1,1,1,10,Studio,Kanpur,tier2,14,6675000
2845,667,4,1,1,11,Villa,Kolkata,tier1,9,5540000
2846,1093,3,2,1,4,Studio,Tiruchirappalli,tier3,0,3920000
2847,1707,2,1,1,18,Studio,Raipur,tier3,27,2992000
2848,830,3,1,1,2,Penthouse,Raipur,tier3,10,2714000
2849,1634,3,2,1,0,Penthouse,Chennai,tier1,1,13184000
2850,279,3,2,1,19,Studio,Pimpri-Chinchwad,tier2,20,2137000
2851,664,2,2,1,0,Independent House,Varanasi,tier3,17,2026000
2852,1320,2,1,2,0,Villa,Faridabad,tier3,11,3531000
2853,612,2,1,1,17,Penthouse,Raipur,tier3,3,2587000
2854,1455,5,2,1,26,Apartment,Ludhiana,tier3,16,4024000
2855,1705,2,2,1,28,Apartment,Faridabad,tier3,8,5391000
2856,2551,5,1,1,5,Independent House,Thiruvananthapuram,tier3,24,4248000
2857,2835,2,1,1,14,Villa,Ghaziabad,tier3,20,5342000
2858,1518,2,1,1,6,Independent House,Vadodara,tier2,16,5728000
2859,1713,3,2,0,24,Independent House,Ludhiana,tier3,26,2619000
2860,1091,4,2,2,22,Penthouse,Warangal,tier3,6,3870000
2861,1176,2,2,0,0,Apartment,Moradabad,tier3,4,3549000
2862,1498,3,2,2,12,Independent House,Madurai,tier3,14,3367000
2863,857,3,1,1,14,Villa,Visakhapatnam,tier2,6,3853000
2864,949,3,2,1,24,Penthouse,Mysore,tier3,0,4100000
2865,347,2,1,2,18,Penthouse,Solapur,tier3,8,1693000
2866,1846,4,2,1,2,Studio,Thane,tier2,2,9290000
2867,1489,3,2,1,20,Apartment,Dhanbad,tier3,1,4498000
2868,702,2,1,2,0,Villa,Moradabad,tier3,18,1818000
2869,1106,3,1,1,26,Penthouse,Kalyan-Dombivli,tier3,15,3584000
2870,1826,2,2,1,1,Apartment,Raipur,tier3,5,4020000
2871,2022,1,1,1,5,Penthouse,Salem,tier3,0,4836000
2872,1321,2,2,1,0,Studio,Delhi,tier1,9,9171000
2873,1899,1,1,1,11,Penthouse,Kolkata,tier1,0,15164000
2874,1430,1,1,1,26,Penthouse,Bareilly,tier3,26,2548000
2875,2242,2,2,1,12,Penthouse,Vadodara,tier2,1,9064000
2876,1473,2,2,0,30,Independent House,Bhopal,tier2,20,5217000
2877,1055,3,1,2,14,Independent House,Aligarh,tier3,22,2443000
2878,1868,3,1,2,27,Villa,Mumbai,tier1,4,14937000
2879,1287,2,2,1,21,Penthouse,Solapur,tier3,25,2932000
2880,1524,2,2,1,7,Apartment,Bangalore,tier1,11,9249000
2881,2156,2,1,0,18,Independent House,Chandigarh,tier3,4,6138000
2882,1942,2,1,1,24,Villa,Ahmedabad,tier1,6,14193000
2883,984,2,1,1,0,Villa,Varanasi,tier3,14,2846000
2884,1716,1,1,1,23,Independent House,Hubli-Dharwad,tier3,13,3962000
2885,769,5,2,2,17,Independent House,Bangalore,tier1,29,3983000
2886,651,3,2,1,16,Villa,Surat,tier2,4,4422000
2887,1023,4,2,1,14,Villa,Ahmedabad,tier1,12,7782000
2888,1138,3,1,1,10,Villa,Vasai-Virar,tier3,27,2080000
2889,488,4,1,1,8,Penthouse,Rajkot,tier3,18,1824000
2890,649,3,2,2,9,Studio,Kolkata,tier1,20,3923000
2891,697,4,3,1,7,Studio,Hubli-Dharwad,tier3,15,3019000
2892,509,2,2,1,27,Apartment,Ghaziabad,tier3,4,2422000
2893,1528,3,3,1,6,Penthouse,Srinagar,tier3,17,4502000
2894,1044,5,2,1,27,Studio,Thane,tier2,17,4284000
2895,1463,2,2,1,5,Apartment,Hubli-Dharwad,tier3,7,3884000
2896,1262,3,1,1,0,Independent House,Indore,tier2,18,4443000
2897,1283,4,1,1,11,Studio,Vasai-Virar,tier3,18,3607000
2898,492,4,1,2,21,Penthouse,Visakhapatnam,tier2,12,3562000
2899,855,4,1,1,21,Independent House,Patna,tier2,5,5528000
2900,1389,3,1,1,13,Studio,Indore,tier2,8,5931000
2901,1606,2,2,1,19,Independent House,Agra,tier3,10,3971000
2902,996,2,2,1,3,Villa,Bangalore,tier1,30,3780000
2903,634,4,2,2,4,Studio,Kanpur,tier2,17,2970000
2904,242,3,1,2,6,Penthouse,Bangalore,tier1,21,1951000
2905,2187,3,1,1,24,Apartment,Lucknow,tier2,7,8768000
2906,1476,3,1,1,29,Penthouse,Nashik,tier3,15,3732000
2907,675,2,2,2,0,Villa,Vasai-Virar,tier3,9,2615000
2908,1479,2,2,0,6,Independent House,Varanasi,tier3,28,2313000
2909,200,2,2,1,20,Studio,Varanasi,tier3,6,1478000
2910,419,3,2,1,3,Villa,Warangal,tier3,10,2062000
2911,1449,3,2,0,0,Studio,Bangalore,tier1,9,9628000
2912,1546,3,2,1,18,Independent House,Chennai,tier1,4,13129000
2913,735,3,2,1,9,Villa,Ahmedabad,tier1,17,5160000
2914,2082,4,1,1,24,Villa,Varanasi,tier3,2,7170000
2915,1243,3,2,1,4,Independent House,Dhanbad,tier3,9,4157000
2916,1081,3,1,1,9,Penthouse,Tiruchirappalli,tier3,17,2899000
2917,706,4,2,1,21,Penthouse,Hyderabad,tier1,32,4169000
2918,2602,2,2,1,13,Villa,Moradabad,tier3,18,4833000
2919,684,2,1,2,20,Independent House,Faridabad,tier3,18,2126000
2920,802,2,2,1,24,Independent House,Srinagar,tier3,21,2047000
2921,1233,3,1,1,21,Apartment,Nashik,tier3,4,4203000
2922,913,2,1,1,25,Independent House,Kalyan-Dombivli,tier3,8,3002000
2923,653,4,3,1,0,Villa,Agra,tier3,1,3315000
2924,838,1,1,1,17,Villa,Vasai-Virar,tier3,1,2681000
2925,926,4,2,1,25,Villa,Kalyan-Dombivli,tier3,13,3643000
2926,2291,2,2,1,13,Independent House,Srinagar,tier3,15,5542000
2927,2146,2,1,2,28,Villa,Kolkata,tier1,7,16969000
2928,1206,2,2,2,6,Apartment,Chennai,tier1,0,11160000
2929,1717,3,2,0,1,Studio,Surat,tier2,24,5536000
2930,570,4,2,2,4,Penthouse,Solapur,tier3,8,3676000
2931,1115,5,2,2,3,Independent House,Patna,tier2,25,3998000
2932,1458,2,2,1,0,Studio,Chennai,tier1,30,6536000
2933,894,3,1,1,7,Studio,Lucknow,tier2,32,2877000
2934,1444,3,1,1,17,Penthouse,Faridabad,tier3,5,5009000
2935,1067,2,1,2,16,Independent House,Kota,tier3,18,2486000
2936,1995,5,2,1,25,Independent House,Nashik,tier3,10,5610000
2937,427,4,3,1,0,Studio,Moradabad,tier3,24,1752000
2938,1205,2,2,1,22,Studio,Thane,tier2,5,5116000
2939,497,3,2,1,0,Studio,Visakhapatnam,tier2,18,2324000
2940,890,3,2,0,13,Apartment,Vadodara,tier2,4,4665000
2941,1796,4,2,1,7,Independent House,Bangalore,tier1,16,10515000
2942,1239,4,1,2,19,Studio,Ahmedabad,tier1,5,11273000
2943,935,3,1,1,15,Apartment,Varanasi,tier3,2,3867000
2944,787,2,2,1,19,Apartment,Bhubaneswar,tier3,24,1944000
2945,1244,1,1,2,25,Penthouse,Meerut,tier3,5,3213000
2946,1491,2,2,1,5,Penthouse,Surat,tier2,3,6165000
2947,1507,3,1,1,6,Studio,Jodhpur,tier3,12,3998000
2948,873,2,1,0,13,Penthouse,Kalyan-Dombivli,tier3,3,3251000
2949,293,2,2,2,6,Apartment,Dhanbad,tier3,15,1415000
2950,200,5,2,2,4,Villa,Chennai,tier1,4,3560000
2951,1049,5,2,1,5,Penthouse,Ahmedabad,tier1,14,7436000
2952,1677,3,2,1,23,Studio,Ghaziabad,tier3,0,4962000
2953,520,2,2,1,12,Penthouse,Raipur,tier3,23,1687000
2954,998,4,1,0,10,Independent House,Guwahati,tier3,13,3559000
2955,1096,3,1,1,24,Studio,Faridabad,tier3,18,2728000
2956,701,1,1,1,8,Penthouse,Warangal,tier3,15,2093000
2957,724,3,2,1,16,Apartment,Solapur,tier3,15,2852000
2958,1744,3,1,1,30,Independent House,Nagpur,tier2,5,9022000
2959,1172,2,2,2,0,Penthouse,Guwahati,tier3,6,3307000
2960,1478,2,1,1,12,Apartment,Bhubaneswar,tier3,7,4587000
2961,1350,1,1,1,30,Independent House,Lucknow,tier2,5,6564000
2962,1377,1,1,1,27,Apartment,Jodhpur,tier3,20,2854000
2963,1556,2,2,2,12,Apartment,Delhi,tier1,4,12936000
2964,1432,2,2,1,7,Villa,Aligarh,tier3,14,4191000
2965,1451,2,2,1,10,Independent House,Rajkot,tier3,1,3988000
2966,1450,2,1,1,10,Penthouse,Rajkot,tier3,14,4086000
2967,1805,1,1,1,4,Villa,Jodhpur,tier3,20,3963000
2968,442,4,1,1,28,Apartment,Thiruvananthapuram,tier3,7,2370000
2969,1135,3,1,2,0,Independent House,Vadodara,tier2,13,5989000
2970,691,2,2,2,4,Independent House,Rajkot,tier3,6,2424000
2971,699,3,2,1,14,Studio,Kolkata,tier1,16,5128000
2972,786,3,2,1,5,Apartment,Nashik,tier3,2,3922000
2973,1813,1,1,1,8,Villa,Meerut,tier3,10,4528000
2974,1430,4,1,2,14,Studio,Vasai-Virar,tier3,1,6137000
2975,1327,3,2,1,0,Penthouse,Agra,tier3,15,2953000
2976,2053,2,1,1,0,Apartment,Kalyan-Dombivli,tier3,8,5601000
2977,2080,2,2,1,1,Studio,Chennai,tier1,18,10631000
2978,1863,2,1,1,4,Studio,Bhubaneswar,tier3,13,4048000
2979,336,2,2,2,29,Penthouse,Vasai-Virar,tier3,11,1573000
2980,766,3,1,2,30,Independent House,Chennai,tier1,23,4391000
2981,702,2,1,1,5,Apartment,Chandigarh,tier3,15,1892000
2982,1240,5,2,1,11,Independent House,Salem,tier3,13,4066000
2983,2180,2,2,1,30,Penthouse,Meerut,tier3,2,6159000
2984,2865,3,2,0,10,Apartment,Hubli-Dharwad,tier3,3,7418000
2985,1711,3,2,1,29,Independent House,Kota,tier3,1,5677000
2986,1589,2,2,1,4,Apartment,Indore,tier2,13,7909000
2987,2002,2,2,1,7,Independent House,Raipur,tier3,0,6055000
2988,1025,2,1,1,9,Penthouse,Agra,tier3,26,2176000
2989,473,3,3,1,0,Villa,Vadodara,tier2,17,2784000
2990,1916,3,2,1,6,Penthouse,Ludhiana,tier3,18,4925000
2991,1193,2,2,1,23,Independent House,Kolkata,tier1,14,9770000
2992,1405,2,1,1,5,Independent House,Thiruvananthapuram,tier3,14,3290000
2993,873,5,1,1,16,Apartment,Patna,tier2,8,5306000
2994,819,3,2,1,28,Villa,Indore,tier2,4,4919000
2995,1960,2,1,1,30,Penthouse,Kanpur,tier2,25,4887000
2996,1098,1,1,1,0,Penthouse,Delhi,tier1,20,6504000
2997,1597,2,2,1,0,Studio,Nashik,tier3,2,4760000
2998,532,5,2,1,28,Penthouse,Pune,tier1,12,5893000
2999,200,3,2,2,24,Independent House,Dhanbad,tier3,11,2017000
3000,200,5,1,1,0,Apartment,Kolkata,tier1,27,1990000
3001,1344,2,2,1,9,Independent House,Patna,tier2,25,4513000
3002,1816,1,1,1,2,Independent House,Kota,tier3,6,4454000
3003,438,2,2,0,9,Penthouse,Nashik,tier3,3,2186000
3004,1673,2,2,0,3,Penthouse,Lucknow,tier2,18,6122000
3005,1238,2,2,1,1,Penthouse,Moradabad,tier3,16,3245000
3006,1376,3,3,1,8,Penthouse,Meerut,tier3,5,4318000
3007,1462,1,1,2,25,Independent House,Bhubaneswar,tier3,18,3376000
3008,2012,1,1,1,23,Villa,Ahmedabad,tier1,23,9899000
3009,793,1,1,1,1,Penthouse,Ludhiana,tier3,10,1857000
3010,930,2,2,1,0,Independent House,Salem,tier3,2,3612000
3011,1403,5,2,1,10,Independent House,Varanasi,tier3,18,3750000
3012,927,2,2,0,9,Studio,Tiruchirappalli,tier3,30,1674000
3013,1677,3,1,1,28,Villa,Jodhpur,tier3,15,4099000
3014,1083,1,1,1,10,Independent House,Lucknow,tier2,1,4768000
3015,455,2,1,1,26,Studio,Mysore,tier3,18,1507000
3016,1158,2,2,1,13,Studio,Nagpur,tier2,18,5140000
3017,1583,2,2,1,10,Independent House,Dhanbad,tier3,20,3673000
3018,1349,3,2,0,5,Villa,Patna,tier2,20,4934000
3019,1656,3,3,1,15,Apartment,Guwahati,tier3,15,5066000
3020,943,3,2,1,26,Penthouse,Nashik,tier3,21,2813000
3021,1349,2,2,1,0,Studio,Jalandhar,tier3,1,3870000
3022,281,1,1,1,17,Penthouse,Kanpur,tier2,2,1953000
3023,1291,3,2,1,3,Villa,Mumbai,tier1,10,7503000
